Localité,TYPE_POINT,FONCTIONNE,COMITE_GES,RESID_ART_,LOCALISATI,ANNEE_IN_1,lon,lat,PREF_NOM,SPREF_NOM,COM_NOM
Kangamotema,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.08900000000,5.63552000000,Kémo,Ndjoukou,Galafondo
Bokote-kota 2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.72400000000,6.97605000000,Ouham,Nangha Boguila,Nangha Boguila
Bomaitana-beti,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.87660000000,7.09764000000,Ouham,Nangha Boguila,Nangha Boguila
Bombara-kota,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.93870000000,6.98897000000,Ouham,Nangha Boguila,Nangha Boguila
Bomentana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.93550000000,6.98974000000,Ouham,Nangha Boguila,Nangha Boguila
Mabo,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,19.05470000000,5.38922000000,Kémo,Ndjoukou,Galafondo
Bomentana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.94250000000,6.95169000000,Ouham,Nangha Boguila,Nangha Boguila
Bonasse 3,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.94150000000,6.91107000000,Ouham,Nangha Boguila,Nangha Boguila
Bonasse-kete,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.88400000000,6.99460000000,Ouham,Nangha Boguila,Nangha Boguila
Bonasse-kete,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.94000000000,6.90346000000,Ouham,Nangha Boguila,Nangha Boguila
Mandja Otto,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,19.10210000000,5.58391000000,Kémo,Ndjoukou,Galafondo
Bonasse-kota,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.94040000000,6.90624000000,Ouham,Nangha Boguila,Nangha Boguila
Bondaro-Kete,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.02040000000,7.10947000000,Ouham,Nangha Boguila,Nangha Boguila
Bondodi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.92490000000,7.12056000000,Ouham,Nangha Boguila,Nangha Boguila
Bondoro-Kota,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.07780000000,7.01621000000,Ouham,Nangha Boguila,Nangha Boguila
Bongondofio,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.82960000000,7.18772000000,Ouham,Nangha Boguila,Nangha Boguila
Yamodo,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,19.09440000000,5.44039000000,Kémo,Ndjoukou,Galafondo
Boresse,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,16.83020000000,7.28365000000,Ouham,Nangha Boguila,Nangha Boguila
Yamodo Kpaya,Forage,Non,Non,Hors du village,FOSA,Moins de 10 ans,19.12850000000,5.49482000000,Kémo,Ndjoukou,Galafondo
Botongo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,16.84030000000,7.18273000000,Ouham,Nangha Boguila,Nangha Boguila
Amou,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.29310000000,5.69389000000,Kémo,Sibut,Ngoumbele
Bounana-elevage,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.85530000000,7.04209000000,Ouham,Nangha Boguila,Nangha Boguila
Bouria,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,16.83920000000,7.18161000000,Ouham,Nangha Boguila,Nangha Boguila
Bakongo 1,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.37140000000,5.74319000000,Kémo,Sibut,Ngoumbele
Bouria,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,16.84160000000,7.18089000000,Ouham,Nangha Boguila,Nangha Boguila
Bamassa 2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.14920000000,5.73727000000,Kémo,Sibut,Ngoumbele
Bouria,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,16.90830000000,7.13806000000,Ouham,Nangha Boguila,Nangha Boguila
Bowing,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.86140000000,7.06997000000,Ouham,Nangha Boguila,Nangha Boguila
Bamassa1,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,19.50710000000,5.79214000000,Kémo,Sibut,Ngoumbele
Boyanga-Kota,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,16.97580000000,7.22277000000,Ouham,Nangha Boguila,Nangha Boguila
Darin,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.79230000000,7.21618000000,Ouham,Nangha Boguila,Nangha Boguila
Domefara,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.94470000000,6.92775000000,Ouham,Nangha Boguila,Nangha Boguila
Gbaling,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.81260000000,7.19899000000,Ouham,Nangha Boguila,Nangha Boguila
Gbasso,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,16.98770000000,7.23608000000,Ouham,Nangha Boguila,Nangha Boguila
Bogossin,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,19.17840000000,5.72637000000,Kémo,Sibut,Ngoumbele
Gba-zoro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.93770000000,6.98629000000,Ouham,Nangha Boguila,Nangha Boguila
Gbounou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.01790000000,7.10994000000,Ouham,Nangha Boguila,Nangha Boguila
Kobana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.84200000000,6.98693000000,Ouham,Nangha Boguila,Nangha Boguila
Nanga,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,16.93910000000,7.15514000000,Ouham,Nangha Boguila,Nangha Boguila
Bokoute,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.14160000000,5.73501000000,Kémo,Sibut,Ngoumbele
Ndakfa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.94750000000,7.03402000000,Ouham,Nangha Boguila,Nangha Boguila
Bokoute,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.48530000000,5.78623000000,Kémo,Sibut,Ngoumbele
Samon,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,16.76500000000,6.98583000000,Ouham,Nangha Boguila,Nangha Boguila
Bokoute 3,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.13060000000,5.81247000000,Kémo,Sibut,Ngoumbele
Samon,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.80000000000,6.98647000000,Ouham,Nangha Boguila,Nangha Boguila
Sokodo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,16.94650000000,7.03730000000,Ouham,Nangha Boguila,Nangha Boguila
Ngaba,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.98780000000,5.74908000000,Nana-Mambéré,Baoro,Bawi Tédoa
Bomandja 1,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.40420000000,5.73807000000,Kémo,Sibut,Ngoumbele
Boukoussou,Forage,Oui,Oui,,Communaute,Moins de 5 ans,16.43560000000,6.25202000000,Ouham Pendé,Bossemtélé,Binon
Bomimi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.16720000000,5.73671000000,Kémo,Sibut,Ngoumbele
Abba Bokayan,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.55620000000,6.65519000000,Ouham Pendé,Bocaranga,Bocaranga
Boubou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.10190000000,5.78548000000,Kémo,Sibut,Ngoumbele
Bilsem,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,15.63950000000,7.01964000000,Ouham Pendé,Bocaranga,Bocaranga
CREF,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,19.18550000000,5.72249000000,Kémo,Sibut,Ngoumbele
Gbara,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.15980000000,5.74037000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.63660000000,7.00153000000,Ouham Pendé,Bocaranga,Bocaranga
Kene,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.14260000000,5.87161000000,Kémo,Sibut,Ngoumbele
Kodamba,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,19.56010000000,5.79969000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.63890000000,7.00123000000,Ouham Pendé,Bocaranga,Bocaranga
Kpakou,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,19.13840000000,5.98473000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.63910000000,6.98668000000,Ouham Pendé,Bocaranga,Bocaranga
Kpakou,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.14800000000,5.91605000000,Kémo,Sibut,Ngoumbele
Kpangou,Forage,Oui,Non,Dans le village,Communaute,Plus de 10 ans,19.19040000000,5.72322000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Dans le village,FOSA,Plus de 10 ans,15.63940000000,6.98553000000,Ouham Pendé,Bocaranga,Bocaranga
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.64010000000,6.99739000000,Ouham Pendé,Bocaranga,Bocaranga
Meto,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.13540000000,5.81982000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Non,Oui,Dans le village,Communaute,Moins de 10 ans,15.64050000000,6.98249000000,Ouham Pendé,Bocaranga,Bocaranga
Ndjedola,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.13360000000,6.02627000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64080000000,6.98463000000,Ouham Pendé,Bocaranga,Bocaranga
Ngreko,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.41800000000,5.74934000000,Kémo,Sibut,Ngoumbele
Ouadda,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,19.20020000000,5.72254000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,15.64150000000,6.99848000000,Ouham Pendé,Bocaranga,Bocaranga
Rengueme,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.22840000000,5.71547000000,Kémo,Sibut,Ngoumbele
Sadjo,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,19.58290000000,5.80381000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.64290000000,6.98101000000,Ouham Pendé,Bocaranga,Bocaranga
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.64300000000,6.98715000000,Ouham Pendé,Bocaranga,Bocaranga
,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.11940000000,5.80755000000,Kémo,Sibut,Ngoumbele
Bocaranga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64340000000,7.02083000000,Ouham Pendé,Bocaranga,Bocaranga
Bocaranga,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,15.64360000000,6.99554000000,Ouham Pendé,Bocaranga,Bocaranga
Bocaranga,Forage,Non,Non,Dans le village,Communaute,Moins de 10 ans,15.64500000000,6.99060000000,Ouham Pendé,Bocaranga,Bocaranga
,Forage,Non,Non,Hors du village,Communaute,Moins de 10 ans,19.13890000000,5.97311000000,Kémo,Sibut,Ngoumbele
,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,19.13930000000,5.98756000000,Kémo,Sibut,Ngoumbele
,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.14090000000,5.95400000000,Kémo,Sibut,Ngoumbele
,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,19.14820000000,5.91547000000,Kémo,Sibut,Ngoumbele
Bode,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64940000000,6.49540000000,Ouham Pendé,Bocaranga,Bocaranga
,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,19.18440000000,5.72303000000,Kémo,Sibut,Ngoumbele
Bokoute,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,19.12910000000,5.73485000000,Kémo,Sibut,Sibut
Bopou-Kanga,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,19.09160000000,5.75834000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.57240000000,6.63050000000,Ouham Pendé,Bocaranga,Bocaranga
Boubou,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.11490000000,5.73395000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.62040000000,6.40896000000,Ouham Pendé,Bocaranga,Bocaranga
Gamba,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.11040000000,5.73297000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.62590000000,6.57372000000,Ouham Pendé,Bocaranga,Bocaranga
Hondoro,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,19.08090000000,5.68120000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.63760000000,6.56107000000,Ouham Pendé,Bocaranga,Bocaranga
Kanga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.09350000000,5.76127000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64050000000,6.48258000000,Ouham Pendé,Bocaranga,Bocaranga
Kongato,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.11490000000,5.73395000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64050000000,6.48259000000,Ouham Pendé,Bocaranga,Bocaranga
Ndanga,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,19.08090000000,5.68120000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,15.64230000000,6.48789000000,Ouham Pendé,Bocaranga,Bocaranga
Ndanga,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,19.08110000000,5.69902000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64280000000,6.49420000000,Ouham Pendé,Bocaranga,Bocaranga
Bohong,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.64470000000,6.48846000000,Ouham Pendé,Bocaranga,Bocaranga
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64470000000,6.49111000000,Ouham Pendé,Bocaranga,Bocaranga
Sibut,Forage,Oui,Non,Hors du village,FOSA,Moins de 10 ans,19.08330000000,5.73456000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64670000000,6.49113000000,Ouham Pendé,Bocaranga,Bocaranga
Bohong,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.65160000000,6.49319000000,Ouham Pendé,Bocaranga,Bocaranga
Sibut,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.08610000000,5.72292000000,Kémo,Sibut,Sibut
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.65200000000,6.49652000000,Ouham Pendé,Bocaranga,Bocaranga
Bohong,Forage,Oui,Oui,Hors du village,Ecole/FOSA,Plus de 10 ans,15.65240000000,6.49558000000,Ouham Pendé,Bocaranga,Bocaranga
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.65370000000,6.50735000000,Ouham Pendé,Bocaranga,Bocaranga
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.65420000000,6.49281000000,Ouham Pendé,Bocaranga,Bocaranga
Bohong,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.65420000000,6.49284000000,Ouham Pendé,Bocaranga,Bocaranga
Bokayan,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.55270000000,6.87743000000,Ouham Pendé,Bocaranga,Bocaranga
Yourougbou climatise,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,19.08110000000,5.69902000000,Kémo,Sibut,Sibut
Bokayan,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.55510000000,6.88212000000,Ouham Pendé,Bocaranga,Bocaranga
,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,19.11720000000,5.73485000000,Kémo,Sibut,Sibut
Bokongo,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,15.62680000000,6.92239000000,Ouham Pendé,Bocaranga,Bocaranga
Bomari 2,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,15.54030000000,6.80825000000,Ouham Pendé,Bocaranga,Bocaranga
Boukayan,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.55320000000,6.88002000000,Ouham Pendé,Bocaranga,Bocaranga
Boya Pikam,Forage,Oui,Non,Dans le village,Communaute,Plus de 10 ans,15.63880000000,6.44374000000,Ouham Pendé,Bocaranga,Bocaranga
Douaka,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,15.64810000000,6.49447000000,Ouham Pendé,Bocaranga,Bocaranga
Dougba,Forage,Oui,Oui,Dans le village,Communaute,,15.64740000000,6.97735000000,Ouham Pendé,Bocaranga,Bocaranga
Boganda,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.04690000000,4.26879000000,Lobaye,Boganda,Boganda
Douya,Forage,Oui,Oui,Dans le village,Ecole,Plus de 10 ans,15.57670000000,6.89889000000,Ouham Pendé,Bocaranga,Bocaranga
Boganda,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.04820000000,4.27601000000,Lobaye,Boganda,Boganda
Douya,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.57820000000,6.90577000000,Ouham Pendé,Bocaranga,Bocaranga
Bossokpe,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.06070000000,4.29127000000,Lobaye,Boganda,Boganda
Erbir (Lima),Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.62160000000,7.04003000000,Ouham Pendé,Bocaranga,Bocaranga
Mbounza,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.28080000000,4.33163000000,Lobaye,Boganda,Boganda
Farawine,Forage,Oui,Oui,Dans le village,Communaute,,15.64630000000,6.97888000000,Ouham Pendé,Bocaranga,Bocaranga
Ndambou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.29780000000,4.32298000000,Lobaye,Boganda,Boganda
Ndote1,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,17.05350000000,4.28547000000,Lobaye,Boganda,Boganda
Gbado,Forage,Oui,Oui,Hors du village,Ecole,Moins de 10 ans,15.65860000000,6.94304000000,Ouham Pendé,Bocaranga,Bocaranga
Yawa,Forage,Non,Oui,Dans le village,Communaute,Moins de 10 ans,17.09190000000,4.34874000000,Lobaye,Boganda,Boganda
Yawa,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.09220000000,4.34842000000,Lobaye,Boganda,Boganda
Yawa,Forage,Oui,Oui,Dans le village,FOSA,Plus de 10 ans,17.09360000000,4.34445000000,Lobaye,Boganda,Boganda
Gbawi-Baria,Forage,Non,Non,Hors du village,Hors du village,Moins de 10 ans,15.61580000000,6.37586000000,Ouham Pendé,Bocaranga,Bocaranga
Yawa,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.09410000000,4.34819000000,Lobaye,Boganda,Boganda
Gbawi-Baria,Forage,Non,Non,Hors du village,Hors du village,Plus de 10 ans,15.63180000000,6.42776000000,Ouham Pendé,Bocaranga,Bocaranga
Banga,Forage,Non,Oui,Hors du village,Communaute,Moins de 10 ans,17.11050000000,4.11466000000,Lobaye,Boda,Lobaye
Kouroussou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.63760000000,6.56107000000,Ouham Pendé,Bocaranga,Bocaranga
Barangana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.41550000000,4.14430000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.45390000000,4.30689000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.46040000000,4.32257000000,Lobaye,Boda,Lobaye
Maroua,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.64710000000,6.49214000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,17.46100000000,4.32841000000,Lobaye,Boda,Lobaye
Mbikanga,Forage,Oui,Oui,Dans le village,Ecole,,15.49800000000,6.89959000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.46120000000,4.32163000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,17.46210000000,4.32787000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.46220000000,4.31751000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.46390000000,4.31769000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,17.46470000000,4.32117000000,Lobaye,Boda,Lobaye
Mbotoga,Forage,Oui,Oui,Hors du village,FOSA,Moins de 10 ans,15.55910000000,6.64903000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Oui,Dans le village,FOSA,Moins de 10 ans,17.46520000000,4.31831000000,Lobaye,Boda,Lobaye
Mbotoga,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,15.56120000000,6.64401000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,17.46690000000,4.31546000000,Lobaye,Boda,Lobaye
Mbotoga,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.56160000000,6.64314000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.46780000000,4.32007000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.46800000000,4.32244000000,Lobaye,Boda,Lobaye
Moumti,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.55810000000,6.86189000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,17.47130000000,4.31304000000,Lobaye,Boda,Lobaye
Boda,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.47350000000,4.31829000000,Lobaye,Boda,Lobaye
Ndouzou,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,15.67730000000,7.08861000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Oui,Dans le village,Ecole,Moins de 10 ans,17.47770000000,4.31164000000,Lobaye,Boda,Lobaye
Pakale,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.70640000000,7.06617000000,Ouham Pendé,Bocaranga,Bocaranga
Boda,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,17.47920000000,4.31702000000,Lobaye,Boda,Lobaye
BOKOMBI,Forage,Oui,Oui,Dans le village,FOSA,Plus de 10 ans,17.55880000000,4.22426000000,Lobaye,Boda,Lobaye
Sanguere Pende,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,15.53520000000,6.73080000000,Ouham Pendé,Bocaranga,Bocaranga
Bokoumba,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.36220000000,4.07792000000,Lobaye,Boda,Lobaye
Sanguere Pende,Forage,Oui,Oui,Dans le village,Ecole,Plus de 10 ans,15.53520000000,6.73276000000,Ouham Pendé,Bocaranga,Bocaranga
Yade,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.49490000000,6.88376000000,Ouham Pendé,Bocaranga,Bocaranga
Bolaye 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.38720000000,4.30450000000,Lobaye,Boda,Lobaye
Bohong,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.62030000000,6.35718000000,Nana-Mambéré,Bouar,Herman-Brousse
Bomandoro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.40360000000,4.28955000000,Lobaye,Boda,Lobaye
Bomandoro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.40440000000,4.28763000000,Lobaye,Boda,Lobaye
Bombale,Forage,Non,Oui,Hors du village,Communaute,Moins de 10 ans,17.58060000000,4.21081000000,Lobaye,Boda,Lobaye
Bombiti,Forage,Oui,Non,Hors du village,Communaute,Moins de 10 ans,17.66400000000,4.18223000000,Lobaye,Mbaïki,Nola
Bossoui,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.38670000000,4.11158000000,Lobaye,Boda,Lobaye
Danglang,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.92610000000,7.06057000000,Ouham Pendé,Bocaranga,Loura
Botoro,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.27340000000,4.21690000000,Lobaye,Boda,Lobaye
Botorou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.27210000000,4.21521000000,Lobaye,Boda,Lobaye
Kongaro,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,15.75440000000,7.07927000000,Ouham Pendé,Bocaranga,Loura
Danabofi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.34240000000,4.29756000000,Lobaye,Boda,Lobaye
Danakobele,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.33720000000,4.29831000000,Lobaye,Boda,Lobaye
Kangate,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.41190000000,4.28980000000,Lobaye,Boda,Lobaye
Kounmbam1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.88940000000,7.06682000000,Ouham Pendé,Bocaranga,Loura
Kate,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,17.45390000000,4.30699000000,Lobaye,Boda,Lobaye
Kounmbam2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.00200000000,7.06404000000,Ouham Pendé,Bocaranga,Loura
Kounpala,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.78290000000,7.06267000000,Ouham Pendé,Bocaranga,Loura
Kelli 2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.58520000000,4.20892000000,Lobaye,Boda,Lobaye
